"device","led","datetime","bits","tempC","rh","sys_tempC"
"epsilon","ir",2017-02-02 14:12:45,775,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:12:45,622,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:12:47,763,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:12:47,616,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:12:49,778,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:12:49,620,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:12:51,759,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:12:51,613,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:12:53,757,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:12:53,611,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:12:55,755,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:12:55,613,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:12:57,755,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:12:57,611,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:12:59,776,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:12:59,617,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:13:01,755,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:13:01,611,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:13:03,774,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:13:03,617,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:13:05,755,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:05,611,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:07,774,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:07,619,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:09,760,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:09,612,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:11,757,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:11,612,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:13,755,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:13,614,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:15,756,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:15,611,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:17,770,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:17,618,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:19,748,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:19,610,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:21,767,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:21,618,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:23,752,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:23,612,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:25,770,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:25,618,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:27,754,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:27,611,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:29,752,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:29,609,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:31,748,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:31,610,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:33,757,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:33,610,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:35,769,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:35,616,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:37,751,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:37,609,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:39,767,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:39,613,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:41,750,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:41,607,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:43,770,21.2,57.9,41.9
"epsilon","blue",2017-02-02 14:13:43,613,21.2,57.9,41.9
"epsilon","ir",2017-02-02 14:13:45,754,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:45,607,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:47,752,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:47,609,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:49,755,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:49,609,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:51,752,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:51,610,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:53,767,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:53,616,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:55,748,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:55,610,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:57,763,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:57,614,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:13:59,750,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:13:59,610,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:01,760,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:01,612,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:03,746,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:03,610,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:05,742,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:05,607,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:07,746,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:07,609,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:09,747,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:09,606,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:11,744,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:11,606,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:13,744,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:13,605,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:15,761,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:14:15,613,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:14:17,739,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:14:17,607,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:14:19,765,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:14:19,612,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:14:21,743,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:14:21,607,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:14:23,745,21.2,57.9,42.4
"epsilon","blue",2017-02-02 14:14:23,605,21.2,57.9,42.4
"epsilon","ir",2017-02-02 14:14:25,745,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:25,606,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:27,746,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:27,606,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:29,762,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:29,609,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:31,743,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:31,605,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:33,760,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:33,613,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:35,738,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:35,602,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:37,752,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:37,611,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:39,739,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:39,602,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:41,743,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:41,604,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:43,766,21.2,57.9,42.9
"epsilon","blue",2017-02-02 14:14:43,610,21.2,57.9,42.9
"epsilon","ir",2017-02-02 14:14:45,747,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:45,602,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:47,608,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:47,760,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:49,601,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:49,737,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:51,757,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:51,610,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:53,745,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:53,603,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:55,761,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:55,607,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:57,740,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:57,603,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:14:59,742,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:14:59,603,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:15:01,758,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:15:01,608,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:15:03,741,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:15:03,602,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:15:05,739,21.2,57.8,42.4
"epsilon","blue",2017-02-02 14:15:05,599,21.2,57.8,42.4
"epsilon","ir",2017-02-02 14:15:07,740,21.2,57.8,42.4
"epsilon","blue",2017-02-02 14:15:07,601,21.2,57.8,42.4
"epsilon","ir",2017-02-02 14:15:09,753,21.2,57.8,42.4
"epsilon","blue",2017-02-02 14:15:09,608,21.2,57.8,42.4
"epsilon","ir",2017-02-02 14:15:11,738,21.2,57.8,42.4
"epsilon","blue",2017-02-02 14:15:11,600,21.2,57.8,42.4
"epsilon","ir",2017-02-02 14:15:13,753,21.2,57.8,42.4
"epsilon","blue",2017-02-02 14:15:13,605,21.2,57.8,42.4
"epsilon","ir",2017-02-02 14:15:15,737,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:15,601,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:17,738,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:17,600,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:19,737,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:19,599,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:21,740,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:21,600,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:23,752,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:23,604,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:25,737,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:15:25,599,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:15:27,753,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:15:27,607,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:15:29,737,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:15:29,600,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:15:31,747,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:15:31,606,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:15:33,732,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:15:33,600,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:15:35,741,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:15:35,600,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:15:37,740,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:15:37,600,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:15:39,739,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:15:39,598,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:15:41,751,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:15:41,603,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:15:43,730,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:15:43,597,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:15:45,749,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:45,607,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:47,734,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:47,598,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:49,748,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:49,603,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:51,731,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:51,597,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:53,737,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:15:53,598,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:15:55,732,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:15:55,598,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:15:57,733,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:15:57,596,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:15:59,733,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:15:59,596,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:16:01,735,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:16:01,595,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:16:03,755,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:16:03,605,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:16:05,731,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:05,597,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:07,748,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:07,604,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:09,730,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:09,597,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:11,727,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:11,593,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:13,731,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:13,594,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:15,724,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:15,595,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:17,730,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:17,596,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:19,726,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:19,595,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:21,742,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:21,600,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:23,732,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:23,595,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:25,742,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:16:25,598,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:16:27,728,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:16:27,593,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:16:29,730,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:16:29,593,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:16:31,729,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:16:31,594,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:16:33,728,21.3,57.8,41.9
"epsilon","blue",2017-02-02 14:16:33,593,21.3,57.8,41.9
"epsilon","ir",2017-02-02 14:16:35,725,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:35,592,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:37,724,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:37,592,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:39,741,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:39,598,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:41,730,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:41,592,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:43,742,21.2,57.8,42.9
"epsilon","blue",2017-02-02 14:16:43,595,21.2,57.8,42.9
"epsilon","ir",2017-02-02 14:16:45,725,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:45,589,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:47,728,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:47,592,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:49,729,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:49,592,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:51,725,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:51,590,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:53,743,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:53,596,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:55,728,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:55,591,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:57,739,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:57,595,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:16:59,729,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:16:59,590,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:01,740,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:01,594,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:03,723,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:03,591,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:05,726,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:05,591,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:07,731,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:07,589,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:09,727,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:09,589,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:11,737,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:11,592,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:13,724,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:13,591,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:15,735,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:15,594,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:17,724,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:17,590,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:19,738,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:19,594,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:21,722,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:21,589,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:23,722,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:23,588,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:25,725,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:25,590,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:27,720,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:27,588,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:29,717,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:29,590,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:31,718,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:31,589,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:33,732,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:33,594,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:35,720,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:35,587,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:37,735,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:37,594,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:39,722,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:39,587,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:41,724,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:41,586,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:43,721,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:43,588,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:45,722,21.3,57.8,43.5
"epsilon","blue",2017-02-02 14:17:45,590,21.3,57.8,43.5
"epsilon","ir",2017-02-02 14:17:47,721,21.3,57.8,43.5
"epsilon","blue",2017-02-02 14:17:47,585,21.3,57.8,43.5
"epsilon","ir",2017-02-02 14:17:49,716,21.3,57.8,43.5
"epsilon","blue",2017-02-02 14:17:49,586,21.3,57.8,43.5
"epsilon","blue",2017-02-02 14:17:51,592,21.3,57.8,43.5
"epsilon","ir",2017-02-02 14:17:51,731,21.3,57.8,43.5
"epsilon","ir",2017-02-02 14:17:53,720,21.3,57.8,43.5
"epsilon","blue",2017-02-02 14:17:53,586,21.3,57.8,43.5
"epsilon","blue",2017-02-02 14:17:55,591,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:55,730,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:57,717,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:57,586,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:17:59,719,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:17:59,587,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:01,728,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:01,592,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:03,713,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:03,585,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:05,718,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:05,586,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:07,715,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:07,587,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:09,728,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:09,590,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:11,714,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:11,585,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:13,725,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:13,591,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:15,714,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:15,587,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:17,716,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:17,586,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:19,716,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:19,585,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:21,714,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:21,586,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:23,730,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:23,590,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:25,714,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:18:25,585,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:18:27,725,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:18:27,591,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:18:29,715,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:18:29,587,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:18:31,730,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:18:31,590,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:18:33,714,21.3,57.8,42.4
"epsilon","blue",2017-02-02 14:18:33,584,21.3,57.8,42.4
"epsilon","ir",2017-02-02 14:18:35,712,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:35,583,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:37,726,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:37,589,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:39,713,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:39,586,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:41,709,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:41,583,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:43,712,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:43,583,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:45,729,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:45,589,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:47,714,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:47,584,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:49,724,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:49,588,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:51,713,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:51,582,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:53,712,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:53,580,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:55,713,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:55,581,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:57,710,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:57,580,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:18:59,714,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:18:59,582,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:19:01,711,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:19:01,581,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:19:03,728,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:19:03,586,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:19:05,708,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:19:05,582,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:19:07,726,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:19:07,586,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:19:09,707,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:19:09,581,21.3,57.8,42.9
"epsilon","ir",2017-02-02 14:19:11,707,21.3,57.8,42.9
"epsilon","blue",2017-02-02 14:19:11,581,21.3,57.8,42.9
