TrakPro Version 4.70 ASCII Data File

Model:,DustTrak II
Model Number:,8530
Serial Number:,8530124211
Test ID:,005
Test Abbreviation:,MANUAL_005
Start Date:,02/02/2017
Start Time:,13:01:43
Duration (dd:hh:mm:ss):,0:00:04:00
Log Interval (mm:ss):,00:01
Number of points:,276
Notes:,

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.000
,Minimum:,0.000
,Time of Minimum:,13:01:47
,Date of Minimum:,02/02/2017
,Maximum:,0.046
,Time of Maximum:,13:01:44
,Date of Maximum:,02/02/2017

Calibration,Sensor:,AEROSOL
,Cal. date,10/17/2012

Date,Time,AEROSOL
02/02/2017,13:46:02,0.000
02/02/2017,13:46:03,0.000
02/02/2017,13:46:04,0.000
02/02/2017,13:46:05,0.000
02/02/2017,13:46:06,0.000
02/02/2017,13:46:07,0.000
02/02/2017,13:46:08,0.000
02/02/2017,13:46:09,0.000
02/02/2017,13:46:10,0.000
02/02/2017,13:46:11,0.000
02/02/2017,13:46:12,0.000
02/02/2017,13:46:13,0.000
02/02/2017,13:46:14,0.000
02/02/2017,13:46:15,0.000
02/02/2017,13:46:16,0.000
02/02/2017,13:46:17,0.000
02/02/2017,13:46:18,0.000
02/02/2017,13:46:19,0.000
02/02/2017,13:46:20,0.000
02/02/2017,13:46:21,0.000
02/02/2017,13:46:22,0.000
02/02/2017,13:46:23,0.000
02/02/2017,13:46:24,0.000
02/02/2017,13:46:25,0.000
02/02/2017,13:46:26,0.000
02/02/2017,13:46:27,0.000
02/02/2017,13:46:28,0.000
02/02/2017,13:46:29,0.000
02/02/2017,13:46:30,0.000
02/02/2017,13:46:31,0.000
02/02/2017,13:46:32,0.000
02/02/2017,13:46:33,0.000
02/02/2017,13:46:34,0.000
02/02/2017,13:46:35,0.000
02/02/2017,13:46:36,0.000
02/02/2017,13:46:37,0.001
02/02/2017,13:46:38,0.000
02/02/2017,13:46:39,0.000
02/02/2017,13:46:40,0.000
02/02/2017,13:46:41,0.000
02/02/2017,13:46:42,0.000
02/02/2017,13:46:43,0.000
02/02/2017,13:46:44,0.000
02/02/2017,13:46:45,0.000
02/02/2017,13:46:46,0.000
02/02/2017,13:46:47,0.000
02/02/2017,13:46:48,0.000
02/02/2017,13:46:49,0.000
02/02/2017,13:46:50,0.000
02/02/2017,13:46:51,0.000
02/02/2017,13:46:52,0.000
02/02/2017,13:46:53,0.000
02/02/2017,13:46:54,0.000
02/02/2017,13:46:55,0.000
02/02/2017,13:46:56,0.000
02/02/2017,13:46:57,0.000
02/02/2017,13:46:58,0.000
02/02/2017,13:46:59,0.000
02/02/2017,13:47:00,0.000
02/02/2017,13:47:01,0.000
02/02/2017,13:47:02,0.000
02/02/2017,13:47:03,0.000
02/02/2017,13:47:04,0.000
02/02/2017,13:47:05,0.000
02/02/2017,13:47:06,0.000
02/02/2017,13:47:07,0.000
02/02/2017,13:47:08,0.000
02/02/2017,13:47:09,0.000
02/02/2017,13:47:10,0.000
02/02/2017,13:47:11,0.000
02/02/2017,13:47:12,0.000
02/02/2017,13:47:13,0.000
02/02/2017,13:47:14,0.000
02/02/2017,13:47:15,0.000
02/02/2017,13:47:16,0.000
02/02/2017,13:47:17,0.000
02/02/2017,13:47:18,0.000
02/02/2017,13:47:19,0.000
02/02/2017,13:47:20,0.000
02/02/2017,13:47:21,0.000
02/02/2017,13:47:22,0.000
02/02/2017,13:47:23,0.000
02/02/2017,13:47:24,0.000
02/02/2017,13:47:25,0.000
02/02/2017,13:47:26,0.000
02/02/2017,13:47:27,0.000
02/02/2017,13:47:28,0.000
02/02/2017,13:47:29,0.000
02/02/2017,13:47:30,0.000
02/02/2017,13:47:31,0.000
02/02/2017,13:47:32,0.000
02/02/2017,13:47:33,0.000
02/02/2017,13:47:34,0.000
02/02/2017,13:47:35,0.000
02/02/2017,13:47:36,0.000
02/02/2017,13:47:37,0.000
02/02/2017,13:47:38,0.000
02/02/2017,13:47:39,0.000
02/02/2017,13:47:40,0.000
02/02/2017,13:47:41,0.000
02/02/2017,13:47:42,0.000
02/02/2017,13:47:43,0.000
02/02/2017,13:47:44,0.000
02/02/2017,13:47:45,0.000
02/02/2017,13:47:46,0.000
02/02/2017,13:47:47,0.000
02/02/2017,13:47:48,0.000
02/02/2017,13:47:49,0.000
02/02/2017,13:47:50,0.000
02/02/2017,13:47:51,0.000
02/02/2017,13:47:52,0.000
02/02/2017,13:47:53,0.000
02/02/2017,13:47:54,0.000
02/02/2017,13:47:55,0.000
02/02/2017,13:47:56,0.000
02/02/2017,13:47:57,0.000
02/02/2017,13:47:58,0.000
02/02/2017,13:47:59,0.000
02/02/2017,13:48:00,0.000
02/02/2017,13:48:01,0.000
02/02/2017,13:48:02,0.000
02/02/2017,13:48:03,0.000
02/02/2017,13:48:04,0.000
02/02/2017,13:48:05,0.000
02/02/2017,13:48:06,0.000
02/02/2017,13:48:07,0.000
02/02/2017,13:48:08,0.000
02/02/2017,13:48:09,0.000
02/02/2017,13:48:10,0.000
02/02/2017,13:48:11,0.000
02/02/2017,13:48:12,0.000
02/02/2017,13:48:13,0.000
02/02/2017,13:48:14,0.000
02/02/2017,13:48:15,0.000
02/02/2017,13:48:16,0.000
02/02/2017,13:48:17,0.000
02/02/2017,13:48:18,0.000
02/02/2017,13:48:19,0.000
02/02/2017,13:48:20,0.000
02/02/2017,13:48:21,0.000
02/02/2017,13:48:22,0.000
02/02/2017,13:48:23,0.000
02/02/2017,13:48:24,0.000
02/02/2017,13:48:25,0.000
02/02/2017,13:48:26,0.000
02/02/2017,13:48:27,0.000
02/02/2017,13:48:28,0.000
02/02/2017,13:48:29,0.000
02/02/2017,13:48:30,0.000
02/02/2017,13:48:31,0.000
02/02/2017,13:48:32,0.000
02/02/2017,13:48:33,0.000
02/02/2017,13:48:34,0.000
02/02/2017,13:48:35,0.000
02/02/2017,13:48:36,0.000
02/02/2017,13:48:37,0.000
02/02/2017,13:48:38,0.000
02/02/2017,13:48:39,0.000
02/02/2017,13:48:40,0.000
02/02/2017,13:48:41,0.000
02/02/2017,13:48:42,0.000
02/02/2017,13:48:43,0.000
02/02/2017,13:48:44,0.000
02/02/2017,13:48:45,0.000
02/02/2017,13:48:46,0.000
02/02/2017,13:48:47,0.000
02/02/2017,13:48:48,0.000
02/02/2017,13:48:49,0.000
02/02/2017,13:48:50,0.000
02/02/2017,13:48:51,0.000
02/02/2017,13:48:52,0.000
02/02/2017,13:48:53,0.000
02/02/2017,13:48:54,0.000
02/02/2017,13:48:55,0.000
02/02/2017,13:48:56,0.000
02/02/2017,13:48:57,0.000
02/02/2017,13:48:58,0.000
02/02/2017,13:48:59,0.000
02/02/2017,13:49:00,0.000
02/02/2017,13:49:01,0.000
02/02/2017,13:49:02,0.000
02/02/2017,13:49:03,0.000
02/02/2017,13:49:04,0.000
02/02/2017,13:49:05,0.000
02/02/2017,13:49:06,0.000
02/02/2017,13:49:07,0.000
02/02/2017,13:49:08,0.001
02/02/2017,13:49:09,0.002
02/02/2017,13:49:10,0.008
02/02/2017,13:49:11,0.015
02/02/2017,13:49:12,0.011
02/02/2017,13:49:13,0.013
02/02/2017,13:49:14,0.033
02/02/2017,13:49:15,0.059
02/02/2017,13:49:16,0.053
02/02/2017,13:49:17,0.057
02/02/2017,13:49:18,0.085
02/02/2017,13:49:19,0.118
02/02/2017,13:49:20,0.159
02/02/2017,13:49:21,0.142
02/02/2017,13:49:22,0.129
02/02/2017,13:49:23,0.183
02/02/2017,13:49:24,0.215
02/02/2017,13:49:25,0.234
02/02/2017,13:49:26,0.220
02/02/2017,13:49:27,0.213
02/02/2017,13:49:28,0.234
02/02/2017,13:49:29,0.252
02/02/2017,13:49:30,0.256
02/02/2017,13:49:31,0.245
02/02/2017,13:49:32,0.242
02/02/2017,13:49:33,0.258
02/02/2017,13:49:34,0.287
02/02/2017,13:49:35,0.307
02/02/2017,13:49:36,0.333
02/02/2017,13:49:37,0.308
02/02/2017,13:49:38,0.305
02/02/2017,13:49:39,0.328
02/02/2017,13:49:40,0.343
02/02/2017,13:49:41,0.348
02/02/2017,13:49:42,0.354
02/02/2017,13:49:43,0.344
02/02/2017,13:49:44,0.340
02/02/2017,13:49:45,0.325
02/02/2017,13:49:46,0.321
02/02/2017,13:49:47,0.330
02/02/2017,13:49:48,0.340
02/02/2017,13:49:49,0.339
02/02/2017,13:49:50,0.338
02/02/2017,13:49:51,0.337
02/02/2017,13:49:52,0.332
02/02/2017,13:49:53,0.335
02/02/2017,13:49:54,0.336
02/02/2017,13:49:55,0.346
02/02/2017,13:49:56,0.343
02/02/2017,13:49:57,0.340
02/02/2017,13:49:58,0.333
02/02/2017,13:49:59,0.331
02/02/2017,13:50:00,0.325
02/02/2017,13:50:01,0.323
02/02/2017,13:50:02,0.332
02/02/2017,13:50:03,0.348
02/02/2017,13:50:04,0.362
02/02/2017,13:50:05,0.363
02/02/2017,13:50:06,0.374
02/02/2017,13:50:07,0.372
02/02/2017,13:50:08,0.362
02/02/2017,13:50:09,0.353
02/02/2017,13:50:10,0.363
02/02/2017,13:50:11,0.380
02/02/2017,13:50:12,0.379
02/02/2017,13:50:13,0.371
02/02/2017,13:50:14,0.369
02/02/2017,13:50:15,0.372
02/02/2017,13:50:16,0.368
02/02/2017,13:50:17,0.368
02/02/2017,13:50:18,0.361
02/02/2017,13:50:19,0.364
02/02/2017,13:50:20,0.367
02/02/2017,13:50:21,0.360
02/02/2017,13:50:22,0.357
02/02/2017,13:50:23,0.362
02/02/2017,13:50:24,0.359
02/02/2017,13:50:25,0.355
02/02/2017,13:50:26,0.352
02/02/2017,13:50:27,0.353
02/02/2017,13:50:28,0.356
02/02/2017,13:50:29,0.354
02/02/2017,13:50:30,0.351
02/02/2017,13:50:31,0.366
02/02/2017,13:50:32,0.401
02/02/2017,13:50:33,0.428
02/02/2017,13:50:34,0.437
02/02/2017,13:50:35,0.450
02/02/2017,13:50:36,0.442
02/02/2017,13:50:37,0.433
02/02/2017,13:50:38,0.441
02/02/2017,13:50:39,0.483
02/02/2017,13:50:40,0.481
02/02/2017,13:50:41,0.474
02/02/2017,13:50:42,0.507
02/02/2017,13:50:43,0.536
02/02/2017,13:50:44,0.580
02/02/2017,13:50:45,0.585
02/02/2017,13:50:46,0.573
02/02/2017,13:50:47,0.582
02/02/2017,13:50:48,0.599
02/02/2017,13:50:49,0.624
02/02/2017,13:50:50,0.629
02/02/2017,13:50:51,0.634
02/02/2017,13:50:52,0.682
02/02/2017,13:50:53,0.699
02/02/2017,13:50:54,0.719
02/02/2017,13:50:55,0.722
02/02/2017,13:50:56,0.762
02/02/2017,13:50:57,0.766
02/02/2017,13:50:58,0.751
02/02/2017,13:50:59,0.753
02/02/2017,13:51:00,0.747
02/02/2017,13:51:01,0.752
02/02/2017,13:51:02,0.744
02/02/2017,13:51:03,0.773
02/02/2017,13:51:04,0.783
02/02/2017,13:51:05,0.780
02/02/2017,13:51:06,0.781
02/02/2017,13:51:07,0.811
02/02/2017,13:51:08,0.865
02/02/2017,13:51:09,0.847
02/02/2017,13:51:10,0.804
02/02/2017,13:51:11,0.844
02/02/2017,13:51:12,0.851
02/02/2017,13:51:13,0.860
02/02/2017,13:51:14,0.858
02/02/2017,13:51:15,0.852
02/02/2017,13:51:16,0.859
02/02/2017,13:51:17,0.885
02/02/2017,13:51:18,0.909
02/02/2017,13:51:19,0.909
02/02/2017,13:51:20,0.889
02/02/2017,13:51:21,0.860
02/02/2017,13:51:22,0.853
02/02/2017,13:51:23,0.855
02/02/2017,13:51:24,0.855
02/02/2017,13:51:25,0.853
02/02/2017,13:51:26,0.852
02/02/2017,13:51:27,0.837
02/02/2017,13:51:28,0.842
02/02/2017,13:51:29,0.824
02/02/2017,13:51:30,0.821
02/02/2017,13:51:31,0.826
02/02/2017,13:51:32,0.828
02/02/2017,13:51:33,0.829
02/02/2017,13:51:34,0.816
02/02/2017,13:51:35,0.796
02/02/2017,13:51:36,0.801
02/02/2017,13:51:37,0.808
02/02/2017,13:51:38,0.805
02/02/2017,13:51:39,0.794
02/02/2017,13:51:40,0.802
02/02/2017,13:51:41,0.798
02/02/2017,13:51:42,0.798
02/02/2017,13:51:43,0.801
02/02/2017,13:51:44,0.788
02/02/2017,13:51:45,0.769
02/02/2017,13:51:46,0.763
02/02/2017,13:51:47,0.764
02/02/2017,13:51:48,0.765
02/02/2017,13:51:49,0.755
02/02/2017,13:51:50,0.741
02/02/2017,13:51:51,0.731
02/02/2017,13:51:52,0.742
02/02/2017,13:51:53,0.739
02/02/2017,13:51:54,0.734
02/02/2017,13:51:55,0.729
02/02/2017,13:51:56,0.723
02/02/2017,13:51:57,0.716
02/02/2017,13:51:58,0.712
02/02/2017,13:51:59,0.705
02/02/2017,13:52:00,0.708
02/02/2017,13:52:01,0.704
02/02/2017,13:52:02,0.704
02/02/2017,13:52:03,0.703
02/02/2017,13:52:04,0.690
02/02/2017,13:52:05,0.682
02/02/2017,13:52:06,0.685
02/02/2017,13:52:07,0.683
02/02/2017,13:52:08,0.681
02/02/2017,13:52:09,0.666
02/02/2017,13:52:10,0.658
02/02/2017,13:52:11,0.663
02/02/2017,13:52:12,0.667
02/02/2017,13:52:13,0.669
02/02/2017,13:52:14,0.678
02/02/2017,13:52:15,0.723
02/02/2017,13:52:16,0.775
02/02/2017,13:52:17,0.843
02/02/2017,13:52:18,1.210
02/02/2017,13:52:19,1.510
02/02/2017,13:52:20,1.450
02/02/2017,13:52:21,1.450
02/02/2017,13:52:22,1.430
02/02/2017,13:52:23,1.600
02/02/2017,13:52:24,2.060
02/02/2017,13:52:25,2.150
02/02/2017,13:52:26,2.210
02/02/2017,13:52:27,2.670
02/02/2017,13:52:28,2.720
02/02/2017,13:52:29,2.770
02/02/2017,13:52:30,2.760
02/02/2017,13:52:31,2.960
02/02/2017,13:52:32,3.260
02/02/2017,13:52:33,3.480
02/02/2017,13:52:34,3.630
02/02/2017,13:52:35,3.800
02/02/2017,13:52:36,3.950
02/02/2017,13:52:37,3.710
02/02/2017,13:52:38,3.590
02/02/2017,13:52:39,3.790
02/02/2017,13:52:40,3.770
02/02/2017,13:52:41,3.750
02/02/2017,13:52:42,3.860
02/02/2017,13:52:43,3.760
02/02/2017,13:52:44,3.810
02/02/2017,13:52:45,4.060
02/02/2017,13:52:46,4.140
02/02/2017,13:52:47,4.040
02/02/2017,13:52:48,3.910
02/02/2017,13:52:49,3.930
02/02/2017,13:52:50,4.130
02/02/2017,13:52:51,4.070
02/02/2017,13:52:52,4.070
02/02/2017,13:52:53,3.990
02/02/2017,13:52:54,4.010
02/02/2017,13:52:55,4.030
02/02/2017,13:52:56,4.100
02/02/2017,13:52:57,4.070
02/02/2017,13:52:58,4.010
02/02/2017,13:52:59,3.930
02/02/2017,13:53:00,3.950
02/02/2017,13:53:01,3.970
02/02/2017,13:53:02,3.930
02/02/2017,13:53:03,3.940
02/02/2017,13:53:04,3.930
02/02/2017,13:53:05,3.860
02/02/2017,13:53:06,3.850
02/02/2017,13:53:07,3.880
02/02/2017,13:53:08,3.870
02/02/2017,13:53:09,3.840
02/02/2017,13:53:10,3.850
02/02/2017,13:53:11,3.830
02/02/2017,13:53:12,3.790
02/02/2017,13:53:13,3.810
02/02/2017,13:53:14,3.800
02/02/2017,13:53:15,3.710
02/02/2017,13:53:16,3.710
02/02/2017,13:53:17,3.760
02/02/2017,13:53:18,3.750
02/02/2017,13:53:19,3.730
02/02/2017,13:53:20,3.640
02/02/2017,13:53:21,3.660
02/02/2017,13:53:22,3.690
02/02/2017,13:53:23,3.630
02/02/2017,13:53:24,3.620
02/02/2017,13:53:25,3.600
02/02/2017,13:53:26,3.630
02/02/2017,13:53:27,3.630
02/02/2017,13:53:28,3.600
02/02/2017,13:53:29,3.570
02/02/2017,13:53:30,3.550
02/02/2017,13:53:31,3.520
02/02/2017,13:53:32,3.480
02/02/2017,13:53:33,3.460
02/02/2017,13:53:34,3.460
02/02/2017,13:53:35,3.460
02/02/2017,13:53:36,3.450
02/02/2017,13:53:37,3.440
02/02/2017,13:53:38,3.410
02/02/2017,13:53:39,3.400
02/02/2017,13:53:40,3.380
02/02/2017,13:53:41,3.340
02/02/2017,13:53:42,3.350
02/02/2017,13:53:43,3.340
02/02/2017,13:53:44,3.300
02/02/2017,13:53:45,3.280
02/02/2017,13:53:46,3.280
02/02/2017,13:53:47,3.260
02/02/2017,13:53:48,3.270
02/02/2017,13:53:49,3.250
02/02/2017,13:53:50,3.240
02/02/2017,13:53:51,3.260
02/02/2017,13:53:52,3.270
02/02/2017,13:53:53,3.270
02/02/2017,13:53:54,3.260
02/02/2017,13:53:55,3.300
02/02/2017,13:53:56,3.310
02/02/2017,13:53:57,3.370
02/02/2017,13:53:58,3.470
02/02/2017,13:53:59,3.520
02/02/2017,13:54:00,3.510
02/02/2017,13:54:01,3.590
02/02/2017,13:54:02,3.640
02/02/2017,13:54:03,3.650
02/02/2017,13:54:04,3.650
02/02/2017,13:54:05,3.620
02/02/2017,13:54:06,3.560
02/02/2017,13:54:07,3.530
02/02/2017,13:54:08,3.630
02/02/2017,13:54:09,3.690
02/02/2017,13:54:10,3.630
02/02/2017,13:54:11,3.610
02/02/2017,13:54:12,3.630
02/02/2017,13:54:13,3.630
02/02/2017,13:54:14,3.600
02/02/2017,13:54:15,3.610
02/02/2017,13:54:16,3.560
02/02/2017,13:54:17,3.540
02/02/2017,13:54:18,3.540
02/02/2017,13:54:19,3.570
02/02/2017,13:54:20,3.570
02/02/2017,13:54:21,3.520
02/02/2017,13:54:22,3.500
02/02/2017,13:54:23,3.500
02/02/2017,13:54:24,3.520
02/02/2017,13:54:25,3.490
02/02/2017,13:54:26,3.430
02/02/2017,13:54:27,3.410
02/02/2017,13:54:28,3.440
02/02/2017,13:54:29,3.390
02/02/2017,13:54:30,3.430
02/02/2017,13:54:31,3.520
02/02/2017,13:54:32,3.530
02/02/2017,13:54:33,3.490
02/02/2017,13:54:34,3.490
02/02/2017,13:54:35,3.460
02/02/2017,13:54:36,3.500
02/02/2017,13:54:37,3.530
02/02/2017,13:54:38,3.430
02/02/2017,13:54:39,3.490
02/02/2017,13:54:40,3.590
02/02/2017,13:54:41,3.530
02/02/2017,13:54:42,3.510
02/02/2017,13:54:43,3.470
02/02/2017,13:54:44,3.490
02/02/2017,13:54:45,3.500
02/02/2017,13:54:46,3.560
02/02/2017,13:54:47,3.520
02/02/2017,13:54:48,3.450
02/02/2017,13:54:49,3.450
02/02/2017,13:54:50,3.660
02/02/2017,13:54:51,3.840
02/02/2017,13:54:52,3.700
02/02/2017,13:54:53,3.710
02/02/2017,13:54:54,3.900
02/02/2017,13:54:55,4.240
02/02/2017,13:54:56,4.350
02/02/2017,13:54:57,4.200
02/02/2017,13:54:58,4.340
02/02/2017,13:54:59,4.750
02/02/2017,13:55:00,5.200
02/02/2017,13:55:01,5.270
02/02/2017,13:55:02,5.490
02/02/2017,13:55:03,5.670
02/02/2017,13:55:04,5.530
02/02/2017,13:55:05,5.420
02/02/2017,13:55:06,5.770
02/02/2017,13:55:07,5.810
02/02/2017,13:55:08,5.720
02/02/2017,13:55:09,5.770
02/02/2017,13:55:10,6.120
02/02/2017,13:55:11,6.290
02/02/2017,13:55:12,6.200
02/02/2017,13:55:13,6.280
02/02/2017,13:55:14,6.210
02/02/2017,13:55:15,5.950
02/02/2017,13:55:16,6.000
02/02/2017,13:55:17,6.180
02/02/2017,13:55:18,6.190
02/02/2017,13:55:19,6.180
02/02/2017,13:55:20,6.080
02/02/2017,13:55:21,5.970
02/02/2017,13:55:22,5.930
02/02/2017,13:55:23,6.040
02/02/2017,13:55:24,6.050
02/02/2017,13:55:25,6.090
02/02/2017,13:55:26,6.090
02/02/2017,13:55:27,6.060
02/02/2017,13:55:28,6.290
02/02/2017,13:55:29,6.150
02/02/2017,13:55:30,6.190
02/02/2017,13:55:31,6.090
02/02/2017,13:55:32,6.070
02/02/2017,13:55:33,6.260
02/02/2017,13:55:34,6.440
02/02/2017,13:55:35,6.720
02/02/2017,13:55:36,6.650
02/02/2017,13:55:37,7.030
02/02/2017,13:55:38,7.710
02/02/2017,13:55:39,7.930
02/02/2017,13:55:40,7.760
02/02/2017,13:55:41,7.610
02/02/2017,13:55:42,7.900
02/02/2017,13:55:43,7.800
02/02/2017,13:55:44,7.760
02/02/2017,13:55:45,7.980
02/02/2017,13:55:46,8.310
02/02/2017,13:55:47,8.150
02/02/2017,13:55:48,8.110
02/02/2017,13:55:49,8.150
02/02/2017,13:55:50,8.210
02/02/2017,13:55:51,8.130
02/02/2017,13:55:52,8.090
02/02/2017,13:55:53,8.030
02/02/2017,13:55:54,8.080
02/02/2017,13:55:55,8.120
02/02/2017,13:55:56,8.050
02/02/2017,13:55:57,8.000
02/02/2017,13:55:58,8.000
02/02/2017,13:55:59,7.910
02/02/2017,13:56:00,8.000
02/02/2017,13:56:01,11.000
02/02/2017,13:56:02,16.600
02/02/2017,13:56:03,23.600
02/02/2017,13:56:04,27.000
02/02/2017,13:56:05,25.200
02/02/2017,13:56:06,30.900
02/02/2017,13:56:07,34.900
02/02/2017,13:56:08,40.200
02/02/2017,13:56:09,50.500
02/02/2017,13:56:10,61.100
02/02/2017,13:56:11,63.700
02/02/2017,13:56:12,63.900
02/02/2017,13:56:13,65.600
02/02/2017,13:56:14,66.900
02/02/2017,13:56:15,68.100
02/02/2017,13:56:16,62.100
02/02/2017,13:56:17,60.200
02/02/2017,13:56:18,68.900
02/02/2017,13:56:19,76.500
02/02/2017,13:56:20,75.100
02/02/2017,13:56:21,74.100
02/02/2017,13:56:22,74.500
02/02/2017,13:56:23,76.100
02/02/2017,13:56:24,73.600
02/02/2017,13:56:25,69.800
02/02/2017,13:56:26,70.300
02/02/2017,13:56:27,70.200
02/02/2017,13:56:28,69.900
02/02/2017,13:56:29,69.900
02/02/2017,13:56:30,69.100
02/02/2017,13:56:31,68.300
02/02/2017,13:56:32,68.700
02/02/2017,13:56:33,68.100
02/02/2017,13:56:34,67.800
02/02/2017,13:56:35,66.400
02/02/2017,13:56:36,65.600
02/02/2017,13:56:37,66.100
02/02/2017,13:56:38,66.900
02/02/2017,13:56:39,66.900
02/02/2017,13:56:40,66.500
02/02/2017,13:56:41,66.200
02/02/2017,13:56:42,66.500
02/02/2017,13:56:43,66.300
02/02/2017,13:56:44,66.000
02/02/2017,13:56:45,65.800
02/02/2017,13:56:46,65.300
02/02/2017,13:56:47,65.400
02/02/2017,13:56:48,65.400
02/02/2017,13:56:49,64.800
02/02/2017,13:56:50,65.100
02/02/2017,13:56:51,65.300
02/02/2017,13:56:52,65.200
02/02/2017,13:56:53,65.100
02/02/2017,13:56:54,65.200
02/02/2017,13:56:55,65.300
02/02/2017,13:56:56,65.000
02/02/2017,13:56:57,64.800
02/02/2017,13:56:58,64.700
02/02/2017,13:56:59,64.500
02/02/2017,13:57:00,64.800
02/02/2017,13:57:01,64.700
02/02/2017,13:57:02,64.800
02/02/2017,13:57:03,64.700
02/02/2017,13:57:04,64.600
02/02/2017,13:57:05,64.600
02/02/2017,13:57:06,64.600
02/02/2017,13:57:07,64.500
02/02/2017,13:57:08,64.300
02/02/2017,13:57:09,64.200
02/02/2017,13:57:10,64.300
02/02/2017,13:57:11,64.100
02/02/2017,13:57:12,63.900
02/02/2017,13:57:13,64.000
02/02/2017,13:57:14,64.000
02/02/2017,13:57:15,64.000
02/02/2017,13:57:16,64.000
02/02/2017,13:57:17,63.900
02/02/2017,13:57:18,63.700
02/02/2017,13:57:19,63.600
02/02/2017,13:57:20,63.600
02/02/2017,13:57:21,63.700
02/02/2017,13:57:22,63.800
02/02/2017,13:57:23,63.700
02/02/2017,13:57:24,63.700
02/02/2017,13:57:25,63.500
02/02/2017,13:57:26,63.000
02/02/2017,13:57:27,63.000
02/02/2017,13:57:28,63.300
02/02/2017,13:57:29,63.000
02/02/2017,13:57:30,62.800
02/02/2017,13:57:31,62.900
02/02/2017,13:57:32,63.000
02/02/2017,13:57:33,63.000
02/02/2017,13:57:34,62.700
02/02/2017,13:57:35,62.600
02/02/2017,13:57:36,62.500
02/02/2017,13:57:37,62.600
02/02/2017,13:57:38,62.700
02/02/2017,13:57:39,62.400
02/02/2017,13:57:40,62.400
02/02/2017,13:57:41,62.700
02/02/2017,13:57:42,62.700
02/02/2017,13:57:43,62.200
02/02/2017,13:57:44,61.900
02/02/2017,13:57:45,61.900
02/02/2017,13:57:46,62.200
02/02/2017,13:57:47,62.400
02/02/2017,13:57:48,62.100
02/02/2017,13:57:49,62.100
02/02/2017,13:57:50,61.800
02/02/2017,13:57:51,61.700
02/02/2017,13:57:52,61.700
02/02/2017,13:57:53,61.700
02/02/2017,13:57:54,61.700
02/02/2017,13:57:55,61.700
02/02/2017,13:57:56,61.800
02/02/2017,13:57:57,61.700
02/02/2017,13:57:58,61.500
02/02/2017,13:57:59,61.500
02/02/2017,13:58:00,61.500
02/02/2017,13:58:01,61.300
02/02/2017,13:58:02,61.300
02/02/2017,13:58:03,61.100
02/02/2017,13:58:04,60.900
02/02/2017,13:58:05,61.000
02/02/2017,13:58:06,61.100
02/02/2017,13:58:07,61.200
02/02/2017,13:58:08,61.000
02/02/2017,13:58:09,60.800
02/02/2017,13:58:10,61.100
02/02/2017,13:58:11,60.900
02/02/2017,13:58:12,60.800
02/02/2017,13:58:13,60.900
02/02/2017,13:58:14,60.800
02/02/2017,13:58:15,60.300
02/02/2017,13:58:16,60.400
02/02/2017,13:58:17,60.600
02/02/2017,13:58:18,60.400
02/02/2017,13:58:19,60.500
02/02/2017,13:58:20,60.500
02/02/2017,13:58:21,60.300
02/02/2017,13:58:22,60.500
02/02/2017,13:58:23,60.500
02/02/2017,13:58:24,60.400
02/02/2017,13:58:25,60.300
02/02/2017,13:58:26,60.400
02/02/2017,13:58:27,60.400
02/02/2017,13:58:28,60.200
02/02/2017,13:58:29,59.900
02/02/2017,13:58:30,59.700
02/02/2017,13:58:31,59.800
02/02/2017,13:58:32,60.100
02/02/2017,13:58:33,60.100
02/02/2017,13:58:34,59.900
02/02/2017,13:58:35,59.700
02/02/2017,13:58:36,59.700
02/02/2017,13:58:37,59.700
02/02/2017,13:58:38,59.600
02/02/2017,13:58:39,59.700
02/02/2017,13:58:40,59.700
02/02/2017,13:58:41,59.500
02/02/2017,13:58:42,59.700
02/02/2017,13:58:43,59.500
02/02/2017,13:58:44,59.400
02/02/2017,13:58:45,59.200
02/02/2017,13:58:46,59.100
02/02/2017,13:58:47,59.300
02/02/2017,13:58:48,59.000
02/02/2017,13:58:49,58.800
02/02/2017,13:58:50,59.100
02/02/2017,13:58:51,59.000
02/02/2017,13:58:52,58.700
02/02/2017,13:58:53,58.800
02/02/2017,13:58:54,59.000
02/02/2017,13:58:55,59.000
02/02/2017,13:58:56,58.700
02/02/2017,13:58:57,58.600
02/02/2017,13:58:58,58.400
02/02/2017,13:58:59,58.500
02/02/2017,13:59:00,58.500
02/02/2017,13:59:01,58.100
02/02/2017,13:59:02,58.200
02/02/2017,13:59:03,58.300
02/02/2017,13:59:04,58.400
02/02/2017,13:59:05,58.400
02/02/2017,13:59:06,58.300
02/02/2017,13:59:07,58.300
02/02/2017,13:59:08,58.200
02/02/2017,13:59:09,58.200
02/02/2017,13:59:10,58.200
02/02/2017,13:59:11,58.100
02/02/2017,13:59:12,57.900
02/02/2017,13:59:13,58.000
02/02/2017,13:59:14,58.000
02/02/2017,13:59:15,57.900
02/02/2017,13:59:16,57.700
02/02/2017,13:59:17,57.700
02/02/2017,13:59:18,57.700
02/02/2017,13:59:19,57.700
02/02/2017,13:59:20,57.700
02/02/2017,13:59:21,57.700
02/02/2017,13:59:22,57.500
02/02/2017,13:59:23,57.600
02/02/2017,13:59:24,57.700
02/02/2017,13:59:25,57.600
