"datetime","pm_dtX","sample_dtX","pm_dtY","sample_dtY"
2017-02-02 13:05:59,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:00,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:01,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:02,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:03,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:04,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:05,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:06,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:07,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:08,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:09,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:10,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:11,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:12,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:13,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:14,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:15,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:16,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:17,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:18,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:19,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:06:20,0,"MANUAL_028",NA,NA
2017-02-02 13:06:21,0,"MANUAL_028",NA,NA
2017-02-02 13:17:07,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:08,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:09,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:10,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:11,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:12,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:13,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:14,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:15,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:16,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:17,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:18,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:19,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:20,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:21,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:22,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:23,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:24,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:25,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:26,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:27,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:28,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:29,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:30,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:31,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:32,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:33,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:34,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:35,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:36,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:37,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:38,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:39,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:40,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:41,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:42,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:43,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:44,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:45,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:46,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:47,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:48,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:49,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:50,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:51,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:52,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:53,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:54,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:55,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:56,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:57,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:58,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:17:59,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:00,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:01,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:02,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:03,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:04,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:05,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:06,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:07,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:08,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:09,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:10,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:11,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:12,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:13,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:14,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:15,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:16,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:17,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:18,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:19,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:20,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:21,0,"MANUAL_029",0,"MANUAL_006"
2017-02-02 13:18:22,0,"MANUAL_029",0,"MANUAL_006"
